mmsi,lat_mean,lat_std,lon_mean,lon_std,sog_mean,sog_std,cog_mean,cog_std
205776000,28.04890952681388,1.8219775974176755,-92.88532969716088,3.277415402591932,7.302649842271294,5.401982945324787,143.8518611987382,119.38746507189869
209513000,26.058067090834697,0.10969626886075158,-80.01067415711948,0.2685736385404579,1.82569558101473,6.231815504752134,19.82315875613748,64.02311874324859
212040000,29.54280055944056,0.0001275879953064282,-89.76510290478751,0.0002309734094959062,0.01845077998924153,0.04186925576409868,30.029800968262506,78.86029078274605
215583000,27.08205453753351,2.2393036013503864,-85.8644673927614,6.918216310485352,6.982372654155497,4.694928296662364,159.89182305630027,111.97549333136098
228075700,27.32147543478261,0.8905386985759316,-95.91815472437888,2.5600350601930457,3.403610248447205,5.242090164346803,153.1322593167702,108.62170948103696
241452000,28.008806732863547,1.4004764210330625,-88.66869467648942,5.753899995141131,11.647405509288916,7.313586408111842,96.6709801409353,101.70732310888246
241770000,27.99329501390176,2.150997412554191,-90.65128814179796,5.356743171726471,9.32669138090825,6.0341764463322125,118.79819277108433,94.26682344438936
244561000,25.74733049844237,0.7273381601013184,-80.31914132917964,0.59080783974956,2.815472481827622,4.822701172134868,159.4315420560748,114.70369558903249
244810614,29.408396763754048,0.40878971606768033,-91.54301234858993,3.2490936550768317,7.2246417013407305,6.298233185334918,122.66694405917706,124.12764782262612
245021000,28.885874175563462,0.00026380282633111404,-89.33946391459075,0.0003621357383784552,0.06803084223013049,0.06858840554059992,109.38962040332147,110.86649465463925
248392000,26.16323624792703,1.6063902301236836,-80.44686859038143,1.0374364779513137,14.171185737976783,5.428722459666282,208.37989220563847,107.83864114386108
248680000,28.76332669405321,0.8635564326102794,-91.35643777777778,1.4841745136798392,5.136619718309859,5.517468164735642,214.50285602503914,113.13640512253878
248895000,29.375072840259243,0.27453050371137216,-94.67322334349981,0.3402383434498188,3.896835684330919,4.989344241827313,93.52908882958444,113.18695555204447
249086000,29.746452705962675,0.0003319066339827956,-95.2849538802913,0.00025226708962249777,0.018070095584888486,0.26022685055841216,1.8394856622667273,21.388876928906278
255805583,27.87746130142737,1.6433741508672655,-91.42817587741393,6.589894796760405,2.8247691015952983,4.4222583788523915,106.31939546599496,106.97110629269454
257087080,29.730659745808545,3.104406631155802e-05,-95.27559101676582,3.413026104624e-05,0.0,0.0,0.0,0.0
305291000,26.122493648255816,0.090916288969923,-80.09526023982558,0.07944892601604521,1.55828488372093,3.9910978714976597,16.306177325581395,52.669122487763914
309587000,28.23734660922217,0.6744504836309659,-85.57062373078715,2.863728831498805,5.291942244993013,5.679605385496999,135.1970190964136,144.31001696914166
311000808,25.33551604477612,1.1920810796125796,-80.95351038286827,1.161404098762705,8.603990914990266,4.412498878458828,164.94487345879298,108.69535403279987
311070400,27.321810592515593,0.7200638986221148,-82.76236466735966,0.3240404696378186,3.071153846153846,4.902980141563983,48.9741683991684,95.06271063233059
319093800,29.59288276641091,0.2477133532137588,-93.62652292838875,2.142629280507421,5.011935208866155,6.354493258233474,98.3769820971867,124.47192981619473
319106900,29.766817859249894,0.2326041402242432,-91.32063295828067,2.1380795791707405,3.9497260851243157,5.572962778662613,86.5558786346397,124.13307730545006
319499000,29.36291892259414,0.09299513397235115,-94.63771951882845,0.14551586369391012,0.9773535564853557,3.1318914099574835,34.202824267782425,93.23149663503453
319963000,29.2227169420356,0.663435222391336,-94.63798890917388,0.5678784241353145,5.565632131446828,6.145807573489774,105.09438612505704,122.51582691710628
338196024,25.991242981186687,1.3798827037410116e-05,-80.12009694645441,1.3043789036523954e-05,0.001715939632003308,0.01434939830844437,4.043787471573289,37.16805658737804
338601000,29.143394689361703,0.007725811737487216,-90.21096449361701,0.002555353813496332,0.22612765957446807,1.1825995248431898,19.306553191489364,67.15846575530767
352001189,29.955032952380954,0.005219232424232108,-90.30634764835165,0.017778440928299347,0.48000000000000004,1.9557952084409835,123.75142857142858,113.17736835605282
352001406,26.074568600223962,2.2134052496685867e-05,-80.1208482474804,2.116514514217012e-05,0.0,0.0,0.0,0.0
354543000,25.80133124455206,0.01002340054277633,-80.20343328329298,0.15831398251144005,1.0654237288135593,2.5991551111761577,30.982300242130748,79.61302521878697
355967000,29.65443451859956,2.4284804018574036e-05,-91.10173789387309,2.0659506835399692e-05,0.0,0.0,0.0,0.0
366273000,26.99721115427928,1.9304900944487637,-86.43920271396397,6.373159736355839,14.670833333333334,2.818383231137775,124.78885135135135,115.08908681454818
366508000,27.684020749456916,2.253522463485178,-85.80698451122375,4.599694251332566,8.623533671252716,6.376098816221616,143.42719044170892,120.1658308898015
366518000,28.665353293005673,0.40406552375301424,-89.51804868809073,0.6187541581023148,1.2153875236294895,2.07777153256164,74.36952741020794,88.37725657397424
366539000,27.766061556106635,0.27839270474806815,-83.66830458772473,1.4935050713511793,8.941351518908865,6.7024731488624,161.90520768753876,121.21191882676851
366872110,25.766881657808668,0.003207003825080884,-80.14677967293541,0.002918011007342731,1.9214636140637775,3.2689078919536962,76.352309893704,114.43775191947466
366914760,29.133706579268292,0.6218884259506354,-92.7075348597561,0.7673695307398294,5.985914634146341,6.565861225701708,145.35713414634148,115.7680637043054
366931000,25.773813503575077,0.004295962350642336,-80.18687042900919,0.026594512450016983,1.3183861082737487,2.093013270420061,85.57272727272726,119.02397673000142
366954420,27.33799888218595,1.0311012274490043,-81.84363444641589,1.073238183986922,12.255535841022,11.838851982896944,117.23094393186656,132.08588300981486
366957490,29.010204966969447,0.15012025201889911,-89.39411651321221,0.031339043746377374,4.5530966143682905,9.191505378523837,42.75776218001651,91.31256243849265
366983730,29.115701616119647,0.10486727670806838,-89.12640266098879,0.18826783852648024,3.2268591607810553,6.447742227140942,119.15263813876196,118.52204957520388
367021170,29.03871861760462,0.09122428570564027,-89.86650165079365,0.3243419010948011,3.524992784992785,6.236337853452734,107.4122655122655,118.37441014960389
367037610,29.880273876404495,0.014048192234766003,-89.92513716292135,0.01667403017374371,6.760533707865169,7.16982473811135,133.42120786516853,119.50749736534418
367053620,29.59814468365003,0.01374454847232999,-89.8568195176446,0.026321679076116617,1.3104405930256837,4.661635265891483,127.80329922739611,136.0822573214486
367090270,29.874197875594128,2.301014886747392e-05,-90.07219799338706,2.1826554197966033e-05,6.199628022318662e-05,0.0024893905144658213,0.16453812771233725,6.703765065134285
367090310,29.462819546105095,0.14081781223473216,-89.21247601921897,0.11080391941789305,5.5333469638110815,8.227473690958822,66.22402371703129,104.31797928981882
367102000,28.875584463746222,0.6143004605574113,-86.57253042296072,1.3189644868336559,13.620241691842901,2.6958826873287185,240.91797583081572,91.39321932344481
