mmsi,lat_mean,lat_std,lon_mean,lon_std,sog_mean,sog_std,cog_mean,cog_std,predicted_cluster
205776000,28.04890952681388,1.8219775974176755,-92.88532969716088,3.277415402591932,7.302649842271294,5.401982945324787,143.8518611987382,119.38746507189867,1
209513000,26.058067090834697,0.1096962688607515,-80.01067415711948,0.2685736385404579,1.82569558101473,6.231815504752134,19.82315875613748,64.02311874324859,1
212040000,29.54280055944056,0.0001275879953064,-89.76510290478751,0.0002309734094959,0.0184507799892415,0.0418692557640986,30.029800968262503,78.86029078274605,1
215583000,27.08205453753351,2.2393036013503864,-85.8644673927614,6.918216310485352,6.982372654155497,4.694928296662364,159.89182305630027,111.97549333136098,1
228075700,27.32147543478261,0.8905386985759316,-95.91815472437888,2.5600350601930457,3.403610248447205,5.242090164346803,153.1322593167702,108.62170948103696,1
241452000,28.008806732863547,1.4004764210330625,-88.66869467648942,5.753899995141131,11.647405509288916,7.313586408111842,96.6709801409353,101.70732310888246,1
241770000,27.99329501390176,2.150997412554191,-90.65128814179796,5.356743171726471,9.32669138090825,6.0341764463322125,118.79819277108432,94.26682344438936,1
244561000,25.74733049844237,0.7273381601013184,-80.31914132917964,0.59080783974956,2.815472481827622,4.822701172134868,159.4315420560748,114.70369558903248,1
244810614,29.408396763754048,0.4087897160676803,-91.54301234858993,3.249093655076832,7.22464170134073,6.298233185334918,122.66694405917706,124.12764782262612,1
245021000,28.885874175563465,0.0002638028263311,-89.33946391459075,0.0003621357383784,0.0680308422301304,0.0685884055405999,109.38962040332147,110.86649465463924,1
248392000,26.16323624792703,1.6063902301236836,-80.44686859038143,1.0374364779513137,14.171185737976783,5.428722459666282,208.37989220563847,107.83864114386108,1
248680000,28.76332669405321,0.8635564326102794,-91.35643777777778,1.4841745136798392,5.136619718309859,5.517468164735642,214.50285602503916,113.13640512253878,1
248895000,29.375072840259243,0.2745305037113721,-94.6732233434998,0.3402383434498188,3.896835684330919,4.989344241827313,93.52908882958444,113.18695555204448,1
249086000,29.746452705962675,0.0003319066339827,-95.2849538802913,0.0002522670896224,0.0180700955848884,0.2602268505584121,1.8394856622667275,21.38887692890628,1
255805583,27.87746130142737,1.6433741508672657,-91.42817587741392,6.589894796760405,2.8247691015952983,4.422258378852392,106.31939546599496,106.97110629269454,1
257087080,29.730659745808545,3.104406631155802e-05,-95.27559101676582,3.413026104624e-05,0.0,0.0,0.0,0.0,0
305291000,26.122493648255816,0.090916288969923,-80.09526023982558,0.0794489260160452,1.55828488372093,3.99109787149766,16.306177325581395,52.66912248776392,1
309587000,28.23734660922217,0.6744504836309659,-85.57062373078715,2.863728831498805,5.291942244993013,5.679605385496999,135.1970190964136,144.31001696914166,1
311000808,25.33551604477612,1.1920810796125796,-80.95351038286827,1.161404098762705,8.603990914990266,4.412498878458828,164.94487345879298,108.69535403279988,1
311070400,27.321810592515597,0.7200638986221148,-82.76236466735966,0.3240404696378186,3.071153846153846,4.902980141563983,48.9741683991684,95.0627106323306,1
319093800,29.59288276641091,0.2477133532137588,-93.62652292838877,2.142629280507421,5.011935208866155,6.354493258233474,98.3769820971867,124.47192981619472,1
